student_id,school_id,class,subject,topic,prerequisite_topic,prerequisite_score,days_since_prerequisite,num_attempts,avg_time_per_attempt,time_on_task,score,score_variance,hint_usage_count,video_rewatch_count,help_seeking_behavior,session_count,attempt_pattern,difficulty_score,struggle_reason,recommended_action
S_A_172,A,5,Social Science,Economics,Civics,67.4,7,5,10.6,53.0,76.3,24.89,3,2,0,3,stuck,0.237,none,maintain_current_pace
S_A_173,A,5,Social Science,Economics,Civics,50.9,2,4,94.0,376.0,38.2,160.15,3,3,1,5,declining,0.618,prerequisite_gap,revisit_prerequisite_topic
S_A_174,A,5,Social Science,Economics,Civics,55.6,60,6,53.4,320.4,50.5,49.05,3,2,0,1,stuck,0.495,forgetting,schedule_revision_session
S_A_175,A,5,Social Science,Economics,Civics,46.2,73,4,34.8,139.2,47.7,10.86,3,2,0,5,stuck,0.523,prerequisite_gap,revisit_prerequisite_topic
S_A_176,A,5,Social Science,Economics,Civics,72.6,84,6,9.5,57.0,63.6,51.21,8,3,0,2,stuck,0.364,forgetting,schedule_revision_session
S_A_177,A,5,Social Science,Economics,Civics,51.5,70,1,5.0,5.0,49.0,0.0,0,0,1,6,insufficient_data,0.51,prerequisite_gap,revisit_prerequisite_topic
S_A_178,A,5,Social Science,Economics,Civics,77.0,30,2,34.1,68.2,65.4,13.87,7,5,0,4,improving,0.346,conceptual_misunderstanding,assign_worked_examples
S_A_179,A,5,Social Science,Economics,Civics,84.1,53,1,38.0,38.0,95.1,0.0,8,2,0,1,insufficient_data,0.049,none,maintain_current_pace
S_A_180,A,5,Social Science,Economics,Civics,34.2,56,3,34.5,103.5,49.1,0.64,8,2,1,3,stuck,0.509,prerequisite_gap,revisit_prerequisite_topic
S_A_181,A,5,Social Science,Political Science,Economics,64.0,52,8,25.3,202.4,18.3,74.64,8,3,0,1,stuck,0.817,conceptual_misunderstanding,assign_worked_examples
S_A_182,A,5,Social Science,Political Science,Economics,71.7,90,3,76.9,230.7,78.8,153.22,8,0,0,2,improving,0.212,none,maintain_current_pace
S_A_183,A,5,Social Science,Political Science,Economics,55.1,28,8,27.5,220.0,89.1,46.6,2,5,0,4,stuck,0.109,none,maintain_current_pace
S_A_184,A,5,Social Science,Political Science,Economics,75.7,73,4,25.9,103.6,40.0,4.53,1,4,1,3,stuck,0.6,forgetting,schedule_revision_session
S_A_185,A,5,Social Science,Political Science,Economics,81.7,7,2,5.0,10.0,81.0,89.47,6,2,0,1,improving,0.19,none,maintain_current_pace
S_A_186,A,5,Social Science,Political Science,Economics,41.0,58,8,5.0,40.0,50.2,28.56,4,1,0,6,stuck,0.498,prerequisite_gap,revisit_prerequisite_topic
S_A_187,A,5,Social Science,Political Science,Economics,69.0,20,7,30.2,211.4,69.5,28.97,6,0,0,1,stuck,0.305,conceptual_misunderstanding,assign_worked_examples
S_A_188,A,5,Social Science,Political Science,Economics,69.2,12,6,5.0,30.0,56.3,76.32,8,1,0,5,declining,0.437,conceptual_misunderstanding,assign_worked_examples
S_A_189,A,5,Social Science,Political Science,Economics,34.9,22,3,30.0,90.0,42.8,1.99,4,3,0,1,stuck,0.572,prerequisite_gap,revisit_prerequisite_topic
S_A_190,A,5,Social Science,Political Science,Economics,34.2,81,8,81.0,648.0,35.6,38.42,2,2,0,6,stuck,0.644,prerequisite_gap,revisit_prerequisite_topic
S_A_191,A,5,Social Science,Political Science,Economics,76.3,26,8,9.6,76.8,100.0,13.49,6,2,0,1,stuck,0.0,none,maintain_current_pace
S_A_192,A,5,Social Science,Political Science,Economics,72.9,70,3,28.1,84.3,57.2,53.41,3,3,0,3,improving,0.428,unstable_understanding,spaced_repetition_practice
S_A_193,A,6,Maths,Arithmetic,none,100.0,0,2,53.7,107.4,55.7,42.27,4,1,0,3,improving,0.443,unstable_understanding,spaced_repetition_practice
S_A_194,A,6,Maths,Arithmetic,none,100.0,0,3,25.4,76.2,54.2,152.66,8,5,1,1,declining,0.458,conceptual_misunderstanding,assign_worked_examples
S_A_195,A,6,Maths,Arithmetic,none,100.0,0,6,38.3,229.8,71.8,62.64,0,4,0,6,stuck,0.282,none,maintain_current_pace
S_A_196,A,6,Maths,Arithmetic,none,100.0,0,7,22.0,154.0,93.2,21.01,3,3,0,3,stuck,0.068,none,maintain_current_pace
S_A_197,A,6,Maths,Arithmetic,none,100.0,0,7,5.0,35.0,85.2,60.38,2,2,0,3,stuck,0.148,none,maintain_current_pace
S_A_198,A,6,Maths,Arithmetic,none,100.0,0,6,59.2,355.2,70.2,33.72,1,0,0,3,stuck,0.298,none,maintain_current_pace
S_A_199,A,6,Maths,Arithmetic,none,100.0,0,2,54.2,108.4,76.0,26.28,2,4,0,2,improving,0.24,none,maintain_current_pace
S_A_200,A,6,Maths,Arithmetic,none,100.0,0,6,33.1,198.6,44.8,36.4,3,3,1,4,stuck,0.552,unstable_understanding,spaced_repetition_practice
S_A_201,A,6,Maths,Arithmetic,none,100.0,0,1,37.5,37.5,77.1,0.0,1,4,0,1,insufficient_data,0.229,none,maintain_current_pace
S_A_202,A,6,Maths,Arithmetic,none,100.0,0,3,24.0,72.0,87.4,189.22,5,4,0,4,declining,0.126,none,maintain_current_pace
S_A_203,A,6,Maths,Arithmetic,none,100.0,0,7,39.3,275.1,68.2,58.74,1,5,0,2,stuck,0.318,conceptual_misunderstanding,assign_worked_examples
S_A_204,A,6,Maths,Arithmetic,none,100.0,0,6,50.8,304.8,88.6,37.62,2,3,0,6,stuck,0.114,none,maintain_current_pace
S_A_205,A,6,Maths,Algebra,Arithmetic,22.7,23,3,22.0,66.0,29.3,22.97,0,2,1,4,improving,0.707,prerequisite_gap,revisit_prerequisite_topic
S_A_206,A,6,Maths,Algebra,Arithmetic,83.6,72,8,69.8,558.4,56.3,32.1,4,1,0,4,stuck,0.437,unstable_understanding,spaced_repetition_practice
S_A_207,A,6,Maths,Algebra,Arithmetic,64.6,73,8,23.3,186.4,58.3,44.36,6,0,0,6,stuck,0.417,conceptual_misunderstanding,assign_worked_examples
S_A_208,A,6,Maths,Algebra,Arithmetic,76.5,39,1,5.0,5.0,53.9,0.0,1,3,1,1,insufficient_data,0.461,guessing,enforce_reflection_before_submit
S_A_209,A,6,Maths,Algebra,Arithmetic,64.1,76,6,16.9,101.4,73.5,57.76,8,2,0,5,stuck,0.265,none,maintain_current_pace
S_A_210,A,6,Maths,Algebra,Arithmetic,40.0,69,3,17.6,52.8,67.9,43.54,1,1,0,4,improving,0.321,prerequisite_gap,revisit_prerequisite_topic
S_A_211,A,6,Maths,Algebra,Arithmetic,21.2,8,5,43.7,218.5,30.9,39.96,7,1,1,3,stuck,0.691,prerequisite_gap,revisit_prerequisite_topic
S_A_212,A,6,Maths,Algebra,Arithmetic,35.0,81,7,28.0,196.0,48.4,64.86,0,5,0,4,stuck,0.516,prerequisite_gap,revisit_prerequisite_topic
S_A_213,A,6,Maths,Algebra,Arithmetic,67.8,82,6,61.2,367.2,40.7,94.4,8,4,0,4,improving,0.593,conceptual_misunderstanding,assign_worked_examples
S_A_214,A,6,Maths,Algebra,Arithmetic,71.1,7,1,5.0,5.0,85.4,0.0,7,0,0,1,insufficient_data,0.146,none,maintain_current_pace
S_A_215,A,6,Maths,Algebra,Arithmetic,71.5,59,1,28.7,28.7,80.2,0.0,2,5,0,3,insufficient_data,0.198,none,maintain_current_pace
S_A_216,A,6,Maths,Algebra,Arithmetic,84.6,36,2,83.8,167.6,65.1,12.18,2,0,0,4,declining,0.349,conceptual_misunderstanding,assign_worked_examples
S_A_217,A,6,Maths,Geometry,Algebra,90.1,81,5,28.7,143.5,49.7,16.91,8,5,1,1,improving,0.503,conceptual_misunderstanding,assign_worked_examples
S_A_218,A,6,Maths,Geometry,Algebra,73.4,90,6,65.5,393.0,24.6,15.05,5,2,1,2,stuck,0.754,conceptual_misunderstanding,assign_worked_examples
S_A_219,A,6,Maths,Geometry,Algebra,37.6,18,3,65.8,197.4,63.2,13.12,5,5,0,2,declining,0.368,prerequisite_gap,revisit_prerequisite_topic
S_A_220,A,6,Maths,Geometry,Algebra,54.8,53,8,24.7,197.6,59.2,35.83,1,1,0,5,stuck,0.408,prerequisite_gap,revisit_prerequisite_topic
S_A_221,A,6,Maths,Geometry,Algebra,73.2,77,5,41.9,209.5,42.7,77.32,4,5,0,2,declining,0.573,forgetting,schedule_revision_session
S_A_222,A,6,Maths,Geometry,Algebra,60.2,64,7,57.3,401.1,69.6,97.14,5,4,0,6,stuck,0.304,unstable_understanding,spaced_repetition_practice
S_A_223,A,6,Maths,Geometry,Algebra,44.1,23,8,76.1,608.8,42.0,40.27,8,3,1,4,stuck,0.58,prerequisite_gap,revisit_prerequisite_topic
S_A_224,A,6,Maths,Geometry,Algebra,81.4,79,3,50.3,150.9,67.6,24.93,2,4,0,3,declining,0.324,unstable_understanding,spaced_repetition_practice
S_A_225,A,6,Maths,Geometry,Algebra,42.3,84,2,57.5,115.0,42.3,1.34,3,0,1,1,stuck,0.577,prerequisite_gap,revisit_prerequisite_topic
S_A_226,A,6,Maths,Geometry,Algebra,58.2,59,1,20.0,20.0,80.0,0.0,2,5,0,1,insufficient_data,0.2,none,maintain_current_pace
S_A_227,A,6,Maths,Geometry,Algebra,52.9,21,8,64.1,512.8,48.8,50.26,0,2,1,3,stuck,0.512,prerequisite_gap,revisit_prerequisite_topic
S_A_228,A,6,Maths,Geometry,Algebra,48.1,74,2,32.1,64.2,33.5,53.75,2,2,0,1,improving,0.665,prerequisite_gap,revisit_prerequisite_topic
S_A_229,A,6,Maths,Trigonometry,Geometry,74.2,74,2,39.0,78.0,83.5,30.17,3,0,0,4,declining,0.165,none,maintain_current_pace
S_A_230,A,6,Maths,Trigonometry,Geometry,35.4,23,1,77.4,77.4,13.1,0.0,6,1,0,4,insufficient_data,0.869,prerequisite_gap,revisit_prerequisite_topic
S_A_231,A,6,Maths,Trigonometry,Geometry,75.6,10,6,23.9,143.4,83.0,46.98,4,2,0,3,declining,0.17,none,maintain_current_pace
S_A_232,A,6,Maths,Trigonometry,Geometry,83.5,12,8,51.7,413.6,71.4,6.44,8,1,0,2,stuck,0.286,none,maintain_current_pace
S_A_233,A,6,Maths,Trigonometry,Geometry,80.5,30,6,36.0,216.0,54.1,30.67,3,4,1,4,stuck,0.459,unstable_understanding,spaced_repetition_practice
S_A_234,A,6,Maths,Trigonometry,Geometry,46.6,63,1,48.7,48.7,49.2,0.0,3,4,1,3,insufficient_data,0.508,prerequisite_gap,revisit_prerequisite_topic
S_A_235,A,6,Maths,Trigonometry,Geometry,67.3,59,2,9.1,18.2,53.4,0.19,0,3,1,2,stuck,0.466,guessing,enforce_reflection_before_submit
S_A_236,A,6,Maths,Trigonometry,Geometry,63.2,41,7,54.4,380.8,52.3,45.83,2,0,0,4,stuck,0.477,unstable_understanding,spaced_repetition_practice
S_A_237,A,6,Maths,Trigonometry,Geometry,58.4,46,4,46.7,186.8,41.1,5.06,0,1,1,3,stuck,0.589,forgetting,schedule_revision_session
S_A_238,A,6,Maths,Trigonometry,Geometry,47.7,19,2,19.1,38.2,13.0,3.16,4,2,1,2,improving,0.87,prerequisite_gap,revisit_prerequisite_topic
S_A_239,A,6,Maths,Trigonometry,Geometry,80.0,58,4,39.9,159.6,74.8,37.61,3,1,0,2,improving,0.252,none,maintain_current_pace
S_A_240,A,6,Maths,Trigonometry,Geometry,73.9,52,6,12.1,72.6,33.1,13.02,7,1,0,3,stuck,0.669,conceptual_misunderstanding,assign_worked_examples
S_A_241,A,6,Maths,Statistics,Trigonometry,92.9,7,3,76.6,229.8,90.3,10.48,6,5,0,4,stuck,0.097,none,maintain_current_pace
S_A_242,A,6,Maths,Statistics,Trigonometry,67.8,24,5,50.4,252.0,56.5,33.73,6,4,0,4,stuck,0.435,conceptual_misunderstanding,assign_worked_examples
S_A_243,A,6,Maths,Statistics,Trigonometry,75.5,18,7,42.6,298.2,76.3,109.69,5,3,0,5,stuck,0.237,none,maintain_current_pace
S_A_244,A,6,Maths,Statistics,Trigonometry,65.2,73,6,12.5,75.0,53.6,100.04,8,2,1,2,improving,0.464,conceptual_misunderstanding,assign_worked_examples
S_A_245,A,6,Maths,Statistics,Trigonometry,82.0,21,2,35.3,70.6,81.2,29.54,0,1,0,5,improving,0.188,none,maintain_current_pace
S_A_246,A,6,Maths,Statistics,Trigonometry,80.3,46,3,5.0,15.0,78.2,81.09,0,5,0,6,declining,0.218,none,maintain_current_pace
S_A_247,A,6,Maths,Statistics,Trigonometry,48.1,19,4,61.0,244.0,65.6,63.41,0,1,0,5,improving,0.344,prerequisite_gap,revisit_prerequisite_topic
S_A_248,A,6,Maths,Statistics,Trigonometry,66.5,29,1,34.1,34.1,61.5,0.0,2,2,0,6,insufficient_data,0.385,conceptual_misunderstanding,assign_worked_examples
S_A_249,A,6,Maths,Statistics,Trigonometry,56.0,23,6,48.2,289.2,58.9,18.76,6,4,0,1,stuck,0.411,conceptual_misunderstanding,assign_worked_examples
S_A_250,A,6,Maths,Statistics,Trigonometry,53.8,21,7,53.9,377.3,64.5,106.41,3,5,0,5,stuck,0.355,prerequisite_gap,revisit_prerequisite_topic
S_A_251,A,6,Maths,Statistics,Trigonometry,68.9,89,5,12.6,63.0,79.8,212.74,0,1,0,5,volatile,0.202,none,maintain_current_pace
S_A_252,A,6,Maths,Statistics,Trigonometry,48.4,79,4,76.4,305.6,47.1,24.87,5,1,1,1,improving,0.529,prerequisite_gap,revisit_prerequisite_topic
S_A_253,A,6,Maths,Probability,Statistics,69.8,86,6,16.5,99.0,67.3,8.39,6,1,0,4,stuck,0.327,forgetting,schedule_revision_session
S_A_254,A,6,Maths,Probability,Statistics,44.5,70,7,36.1,252.7,63.3,53.67,4,0,0,3,stuck,0.367,prerequisite_gap,revisit_prerequisite_topic
S_A_255,A,6,Maths,Probability,Statistics,61.4,44,3,46.7,140.1,65.5,67.77,1,2,0,5,improving,0.345,unstable_understanding,spaced_repetition_practice
S_A_256,A,6,Maths,Probability,Statistics,99.9,4,7,30.1,210.7,88.4,19.21,8,2,0,6,stuck,0.116,none,maintain_current_pace
S_A_257,A,6,Maths,Probability,Statistics,59.4,7,7,53.1,371.7,31.8,33.62,3,0,0,2,stuck,0.682,conceptual_misunderstanding,assign_worked_examples
S_A_258,A,6,Maths,Probability,Statistics,30.0,61,2,5.0,10.0,36.1,92.71,1,5,1,2,declining,0.639,prerequisite_gap,revisit_prerequisite_topic
S_A_259,A,6,Maths,Probability,Statistics,63.8,48,7,16.5,115.5,72.0,23.32,5,4,0,4,stuck,0.28,none,maintain_current_pace
S_A_260,A,6,Maths,Probability,Statistics,55.4,76,4,5.0,20.0,46.0,47.88,7,4,1,4,stuck,0.54,guessing,enforce_reflection_before_submit
S_A_261,A,6,Maths,Probability,Statistics,56.5,5,3,58.9,176.7,74.4,24.54,3,1,0,2,improving,0.256,none,maintain_current_pace
S_A_262,A,6,Maths,Probability,Statistics,69.0,88,7,37.7,263.9,71.2,47.9,8,3,0,5,stuck,0.288,none,maintain_current_pace
S_A_263,A,6,Maths,Probability,Statistics,55.3,59,1,52.8,52.8,60.2,0.0,8,3,0,1,insufficient_data,0.398,forgetting,schedule_revision_session
S_A_264,A,6,Maths,Probability,Statistics,53.2,76,2,42.3,84.6,71.4,24.82,8,2,0,4,improving,0.286,none,maintain_current_pace
S_A_265,A,6,Science,Physics,none,100.0,0,5,47.2,236.0,67.2,10.77,6,0,0,4,stuck,0.328,conceptual_misunderstanding,assign_worked_examples
S_A_266,A,6,Science,Physics,none,100.0,0,6,32.1,192.6,75.6,20.7,7,5,0,6,stuck,0.244,none,maintain_current_pace
S_A_267,A,6,Science,Physics,none,100.0,0,2,52.7,105.4,78.1,69.39,5,2,0,6,improving,0.219,none,maintain_current_pace
S_A_268,A,6,Science,Physics,none,100.0,0,7,26.5,185.5,76.0,89.35,1,2,0,6,improving,0.24,none,maintain_current_pace
S_A_269,A,6,Science,Physics,none,100.0,0,7,50.3,352.1,99.3,4.25,7,0,0,3,stuck,0.007,none,maintain_current_pace
S_A_270,A,6,Science,Physics,none,100.0,0,4,28.0,112.0,100.0,23.7,5,3,0,5,improving,0.0,none,maintain_current_pace
S_A_271,A,6,Science,Physics,none,100.0,0,8,57.2,457.6,100.0,16.77,2,4,0,2,stuck,0.0,none,maintain_current_pace
S_A_272,A,6,Science,Physics,none,100.0,0,4,12.4,49.6,62.0,33.04,0,3,0,2,stuck,0.38,conceptual_misunderstanding,assign_worked_examples
S_A_273,A,6,Science,Physics,none,100.0,0,3,32.4,97.2,78.8,81.12,4,3,0,4,declining,0.212,none,maintain_current_pace
S_A_274,A,6,Science,Physics,none,100.0,0,6,96.4,578.4,69.8,172.46,5,4,0,6,improving,0.302,unstable_understanding,spaced_repetition_practice
S_A_275,A,6,Science,Physics,none,100.0,0,5,39.5,197.5,77.8,160.96,4,5,0,6,declining,0.222,none,maintain_current_pace
S_A_276,A,6,Science,Physics,none,100.0,0,5,46.4,232.0,96.8,31.27,2,5,0,1,stuck,0.032,none,maintain_current_pace
S_A_277,A,6,Science,Chemistry,Physics,71.0,84,8,54.4,435.2,63.9,34.93,8,5,0,4,stuck,0.361,unstable_understanding,spaced_repetition_practice
S_A_278,A,6,Science,Chemistry,Physics,84.4,65,5,14.3,71.5,87.6,38.84,4,5,0,5,improving,0.124,none,maintain_current_pace
S_A_279,A,6,Science,Chemistry,Physics,62.9,88,6,19.2,115.2,53.6,102.9,7,0,1,6,stuck,0.464,conceptual_misunderstanding,assign_worked_examples
S_A_280,A,6,Science,Chemistry,Physics,79.2,75,2,18.8,37.6,70.3,0.08,8,2,0,4,stuck,0.297,none,maintain_current_pace
S_A_281,A,6,Science,Chemistry,Physics,95.3,18,4,51.3,205.2,53.1,190.41,2,0,1,6,declining,0.469,unstable_understanding,spaced_repetition_practice
S_A_282,A,6,Science,Chemistry,Physics,90.1,23,6,33.4,200.4,73.5,83.9,1,1,0,5,stuck,0.265,none,maintain_current_pace
S_A_283,A,6,Science,Chemistry,Physics,44.6,55,8,45.7,365.6,46.4,18.21,3,1,1,3,stuck,0.536,prerequisite_gap,revisit_prerequisite_topic
S_A_284,A,6,Science,Chemistry,Physics,39.4,40,3,58.6,175.8,57.3,72.88,7,5,0,5,improving,0.427,prerequisite_gap,revisit_prerequisite_topic
S_A_285,A,6,Science,Chemistry,Physics,74.4,77,6,5.0,30.0,75.2,131.9,6,0,0,2,stuck,0.248,none,maintain_current_pace
S_A_286,A,6,Science,Chemistry,Physics,70.4,28,1,106.4,106.4,56.0,0.0,5,5,0,6,insufficient_data,0.44,conceptual_misunderstanding,assign_worked_examples
S_A_287,A,6,Science,Chemistry,Physics,66.6,82,5,11.6,58.0,64.4,70.23,0,5,0,1,improving,0.356,forgetting,schedule_revision_session
S_A_288,A,6,Science,Chemistry,Physics,46.7,71,5,47.2,236.0,42.1,51.77,8,2,1,6,stuck,0.579,prerequisite_gap,revisit_prerequisite_topic
S_A_289,A,6,Science,Biology,Chemistry,84.1,14,2,70.8,141.6,65.9,152.39,4,4,0,2,declining,0.341,conceptual_misunderstanding,assign_worked_examples
S_A_290,A,6,Science,Biology,Chemistry,62.4,46,7,33.0,231.0,63.4,43.99,7,1,0,1,improving,0.366,forgetting,schedule_revision_session
S_A_291,A,6,Science,Biology,Chemistry,43.1,66,2,33.1,66.2,41.9,9.03,4,2,1,1,improving,0.581,prerequisite_gap,revisit_prerequisite_topic
S_A_292,A,6,Science,Biology,Chemistry,76.2,38,6,5.0,30.0,71.0,17.73,2,2,0,3,stuck,0.29,none,maintain_current_pace
S_A_293,A,6,Science,Biology,Chemistry,40.7,57,5,43.0,215.0,42.8,86.51,7,3,1,2,stuck,0.572,prerequisite_gap,revisit_prerequisite_topic
S_A_294,A,6,Science,Biology,Chemistry,79.6,15,3,32.1,96.3,63.9,31.17,7,1,0,5,declining,0.361,unstable_understanding,spaced_repetition_practice
S_A_295,A,6,Science,Biology,Chemistry,74.1,49,6,5.0,30.0,46.5,83.36,7,0,0,6,stuck,0.535,guessing,enforce_reflection_before_submit
S_A_296,A,6,Science,Biology,Chemistry,51.0,87,4,70.9,283.6,75.2,24.66,3,3,0,3,stuck,0.248,none,maintain_current_pace
S_A_297,A,6,Science,Biology,Chemistry,54.3,85,7,62.8,439.6,77.4,80.89,7,2,0,2,stuck,0.226,none,maintain_current_pace
S_A_298,A,6,Science,Biology,Chemistry,62.3,43,5,51.9,259.5,62.6,30.43,7,3,0,3,stuck,0.374,unstable_understanding,spaced_repetition_practice
S_A_299,A,6,Science,Biology,Chemistry,43.4,16,8,34.9,279.2,46.0,64.95,8,1,1,4,stuck,0.54,prerequisite_gap,revisit_prerequisite_topic
S_A_300,A,6,Science,Biology,Chemistry,78.3,7,4,27.7,110.8,75.6,20.5,7,0,0,1,stuck,0.244,none,maintain_current_pace
S_A_301,A,6,Science,Environmental Science,Biology,45.3,85,4,58.4,233.6,50.1,10.42,1,0,1,4,stuck,0.499,prerequisite_gap,revisit_prerequisite_topic
S_A_302,A,6,Science,Environmental Science,Biology,80.2,53,2,65.7,131.4,68.8,9.22,3,3,0,2,improving,0.312,forgetting,schedule_revision_session
S_A_303,A,6,Science,Environmental Science,Biology,86.2,44,2,35.3,70.6,67.8,0.19,1,3,0,4,stuck,0.322,conceptual_misunderstanding,assign_worked_examples
S_A_304,A,6,Science,Environmental Science,Biology,37.5,18,8,5.0,40.0,70.1,48.74,2,0,0,4,stuck,0.299,none,maintain_current_pace
S_A_305,A,6,Science,Environmental Science,Biology,51.6,85,6,10.4,62.4,53.0,116.94,7,1,0,5,declining,0.47,prerequisite_gap,revisit_prerequisite_topic
S_A_306,A,6,Science,Environmental Science,Biology,52.8,39,6,5.0,30.0,45.7,26.15,2,4,1,6,stuck,0.543,prerequisite_gap,revisit_prerequisite_topic
S_A_307,A,6,Science,Environmental Science,Biology,84.2,42,2,37.2,74.4,52.1,12.56,6,5,1,5,improving,0.479,conceptual_misunderstanding,assign_worked_examples
S_A_308,A,6,Science,Environmental Science,Biology,54.2,2,2,82.2,164.4,63.1,2.68,2,2,0,6,declining,0.369,prerequisite_gap,revisit_prerequisite_topic
S_A_309,A,6,Science,Environmental Science,Biology,51.5,33,3,55.4,166.2,33.9,67.36,1,4,1,6,improving,0.661,prerequisite_gap,revisit_prerequisite_topic
S_A_310,A,6,Science,Environmental Science,Biology,68.7,72,4,33.5,134.0,43.6,52.69,0,3,0,6,stuck,0.564,unstable_understanding,spaced_repetition_practice
S_A_311,A,6,Science,Environmental Science,Biology,53.2,2,5,64.3,321.5,63.0,58.61,5,4,0,5,stuck,0.37,prerequisite_gap,revisit_prerequisite_topic
S_A_312,A,6,Science,Environmental Science,Biology,61.1,25,5,18.5,92.5,17.8,60.84,0,3,0,3,stuck,0.822,unstable_understanding,spaced_repetition_practice
S_A_313,A,6,Science,Space Science,Environmental Science,78.3,33,1,59.1,59.1,56.6,0.0,2,0,0,2,insufficient_data,0.434,low_engagement,increase_interactive_activities
S_A_314,A,6,Science,Space Science,Environmental Science,83.9,81,5,20.4,102.0,51.6,44.45,2,4,0,5,stuck,0.484,unstable_understanding,spaced_repetition_practice
S_A_315,A,6,Science,Space Science,Environmental Science,74.1,52,2,61.4,122.8,47.6,73.71,4,1,1,5,declining,0.524,unstable_understanding,spaced_repetition_practice
S_A_316,A,6,Science,Space Science,Environmental Science,48.2,68,8,81.6,652.8,50.9,54.94,5,3,1,1,stuck,0.491,prerequisite_gap,revisit_prerequisite_topic
S_A_317,A,6,Science,Space Science,Environmental Science,45.1,37,1,55.5,55.5,73.5,0.0,5,4,0,5,insufficient_data,0.265,none,maintain_current_pace
S_A_318,A,6,Science,Space Science,Environmental Science,56.9,84,4,37.5,150.0,53.6,43.93,1,1,1,2,stuck,0.464,forgetting,schedule_revision_session
S_A_319,A,6,Science,Space Science,Environmental Science,40.0,88,7,43.7,305.9,38.3,43.9,5,0,0,1,stuck,0.617,prerequisite_gap,revisit_prerequisite_topic
S_A_320,A,6,Science,Space Science,Environmental Science,58.4,23,5,5.0,25.0,50.1,32.74,1,4,0,6,stuck,0.499,guessing,enforce_reflection_before_submit
S_A_321,A,6,Science,Space Science,Environmental Science,63.4,80,2,36.2,72.4,40.0,1.02,8,0,0,6,stuck,0.6,conceptual_misunderstanding,assign_worked_examples
S_A_322,A,6,Science,Space Science,Environmental Science,59.6,57,7,45.1,315.7,40.3,44.58,2,2,1,6,stuck,0.597,unstable_understanding,spaced_repetition_practice
S_A_323,A,6,Science,Space Science,Environmental Science,34.9,2,3,5.0,15.0,45.3,13.44,1,2,0,6,declining,0.547,prerequisite_gap,revisit_prerequisite_topic
S_A_324,A,6,Science,Space Science,Environmental Science,75.6,53,3,21.9,65.7,72.2,15.91,2,5,0,5,declining,0.278,none,maintain_current_pace
S_A_325,A,6,Social Science,History,none,100.0,0,1,69.5,69.5,52.0,0.0,8,0,0,1,insufficient_data,0.48,conceptual_misunderstanding,assign_worked_examples
S_A_326,A,6,Social Science,History,none,100.0,0,5,34.0,170.0,99.7,8.88,1,2,0,5,stuck,0.003,none,maintain_current_pace
S_A_327,A,6,Social Science,History,none,100.0,0,2,52.7,105.4,72.3,48.47,4,5,0,5,improving,0.277,none,maintain_current_pace
S_A_328,A,6,Social Science,History,none,100.0,0,3,13.2,39.6,74.3,24.06,3,5,0,6,improving,0.257,none,maintain_current_pace
S_A_329,A,6,Social Science,History,none,100.0,0,7,35.6,249.2,77.6,32.13,1,1,0,6,stuck,0.224,none,maintain_current_pace
S_A_330,A,6,Social Science,History,none,100.0,0,2,62.0,124.0,55.1,0.44,4,5,0,6,stuck,0.449,low_engagement,increase_interactive_activities
S_A_331,A,6,Social Science,History,none,100.0,0,2,27.5,55.0,48.7,62.3,6,4,0,1,declining,0.513,conceptual_misunderstanding,assign_worked_examples
S_A_332,A,6,Social Science,History,none,100.0,0,5,5.0,25.0,65.2,42.14,4,1,0,4,improving,0.348,unstable_understanding,spaced_repetition_practice
S_A_333,A,6,Social Science,History,none,100.0,0,2,5.0,10.0,65.9,47.65,2,4,0,2,declining,0.341,conceptual_misunderstanding,assign_worked_examples
S_A_334,A,6,Social Science,History,none,100.0,0,8,5.0,40.0,90.5,61.47,4,2,0,2,stuck,0.095,none,maintain_current_pace
S_A_335,A,6,Social Science,History,none,100.0,0,1,16.9,16.9,71.1,0.0,5,3,0,4,insufficient_data,0.289,none,maintain_current_pace
S_A_336,A,6,Social Science,History,none,100.0,0,8,40.2,321.6,77.1,52.98,6,5,0,4,stuck,0.229,none,maintain_current_pace
S_A_337,A,6,Social Science,Geography,History,44.6,10,5,62.3,311.5,26.2,57.68,7,4,0,2,declining,0.738,prerequisite_gap,revisit_prerequisite_topic
S_A_338,A,6,Social Science,Geography,History,49.9,66,5,41.7,208.5,54.8,35.49,5,5,0,6,stuck,0.452,prerequisite_gap,revisit_prerequisite_topic
S_A_339,A,6,Social Science,Geography,History,49.7,21,7,37.3,261.1,56.7,1.64,4,1,0,5,stuck,0.433,prerequisite_gap,revisit_prerequisite_topic
S_A_340,A,6,Social Science,Geography,History,85.5,73,1,26.2,26.2,89.5,0.0,4,0,0,2,insufficient_data,0.105,none,maintain_current_pace
S_A_341,A,6,Social Science,Geography,History,8.3,62,3,59.6,178.8,32.5,0.55,2,4,1,3,stuck,0.675,prerequisite_gap,revisit_prerequisite_topic
S_A_342,A,6,Social Science,Geography,History,75.5,59,2,68.1,136.2,68.4,3.34,8,5,0,4,declining,0.316,forgetting,schedule_revision_session
S_A_343,A,6,Social Science,Geography,History,69.6,20,2,58.7,117.4,92.3,3.34,8,4,0,1,improving,0.077,none,maintain_current_pace
S_A_344,A,6,Social Science,Geography,History,84.0,78,1,55.3,55.3,91.9,0.0,6,4,0,4,insufficient_data,0.081,none,maintain_current_pace
